node	Algeria	Argentina	Australia	Austria	Belarus	Belgium	Brazil	Cambodia	Canada	Chile	China	Colombia	Croatia	Czech Republic	Democratic Republic of the Congo	Denmark	Diamond Princess	Ecuador	Estonia	Finland	France	Gambia	Georgia	Germany	Ghana	Grand Princess	Greece	Hong Kong	Hungary	Iceland	India	Iran	Ireland	Israel	Italy	Japan	Jordan	Kuwait	Latvia	Lithuania	Luxembourg	Malaysia	Mexico	Nepal	Netherlands	New Zealand	Nigeria	Norway	Pakistan	Peru	Poland	Portugal	Qatar	Russia	Saudi Arabia	Senegal	Singapore	Slovakia	Slovenia	South Africa	South Korea	Spain	Sri Lanka	Sweden	Switzerland	Taiwan	Thailand	Turkey	USA	United Kingdom	Uruguay	Vietnam
root	3.0697278558216866e-264	9.187343262175104e-264	4.0183475821071026e-257	5.812427446518515e-263	6.125246757188263e-264	1.3591181918400596e-259	3.324225118028931e-261	4.772432231927301e-261	2.8380703055902683e-261	9.202732827004813e-264	1.0	6.1247592670662775e-264	1.2255280303813959e-263	1.2292187066420654e-263	9.195097416433205e-264	1.8379639568998167e-263	6.576039131020403e-264	6.125187939107208e-264	9.193236952336183e-264	4.647824971481833e-261	8.011403113169088e-261	9.187196031438012e-264	1.5355471612210971e-263	2.7659815703488662e-261	1.2305715832270579e-263	4.824000254412673e-261	9.192802797332491e-264	9.831067959518266e-261	6.128150893332131e-264	4.162998786178681e-263	2.196178054822939e-263	3.059028651072272e-264	8.357775890491185e-261	6.124887843445766e-264	9.657471690740647e-264	5.073771500405716e-261	1.531449494661969e-263	1.5314292316792766e-263	3.5094880936334753e-261	3.0585740600312553e-264	1.224759458835815e-263	1.3030679148033615e-260	2.1486613609851127e-263	5.938266803846306e-261	6.607188046259548e-261	1.5314488036005754e-263	3.059344417746198e-264	1.2332975652045164e-263	3.0602940150342084e-264	3.0612285497725458e-264	2.145669619858219e-263	3.3870769903349675e-263	3.0551654503808945e-264	5.3145694831367205e-263	6.128272257247953e-264	1.5314759637232317e-263	5.093083494291946e-261	1.2247297457981368e-263	9.194580852366243e-264	2.1811399358415136e-263	4.462176950494469e-261	2.0564787760674446e-261	4.6625995500173134e-262	4.121839217929386e-261	7.180729423385778e-263	9.15890415022235e-259	6.490366600616143e-261	3.0903512263437512e-263	1.590577097411153e-259	1.5031458992128303e-259	9.236381825891196e-264	5.58437510924963e-261
n0	6.024359394143916e-09	1.8030216451839223e-08	4.818034025726088e-08	4.816535590779045e-08	1.2020833629643136e-08	9.15915414852105e-08	1.2353437984340153e-07	6.002368931763059e-09	1.2167941465265978e-07	1.8060418565448446e-08	0.9999940750403002	1.2019876927344374e-08	2.405106136237152e-08	2.41234911061332e-08	1.8045434026245345e-08	3.6070153283615745e-08	1.2061332268108983e-08	1.2019148623988002e-08	1.8041782854255826e-08	2.4035176025113474e-08	1.1489607263514346e-07	1.8029922883230296e-08	3.005616943379654e-08	1.3020392916453223e-07	2.4150041390543312e-08	1.8062176584004547e-08	1.804093082244799e-08	1.8149151121191718e-08	1.2026533014305853e-08	2.4052404658432117e-08	4.309918767113423e-08	6.003219003784306e-09	3.617216978255211e-08	1.2019393158902034e-08	4.5341533518665746e-08	3.0145566090334805e-08	3.005478851268924e-08	3.005439085043302e-08	2.8961317461500873e-06	6.002470002768742e-09	2.4035978099525015e-08	1.208657814594307e-08	4.216760854006802e-08	5.998584900756154e-09	8.508508536951116e-08	3.0054774950569034e-08	6.003981834421252e-09	2.4082798378882853e-08	6.005492854087031e-09	6.007679454863795e-09	4.2108895440377994e-08	6.64087199158384e-08	5.995780585741726e-09	1.0429874599744809e-07	1.2026765289916748e-08	3.0055307969610475e-08	4.215905042460942e-08	2.4035394730113313e-08	1.8044418731649732e-08	1.806136937073908e-08	3.010746151165671e-08	9.73672827951613e-08	2.4035448638652122e-08	4.238223366675538e-08	6.664903746720784e-08	2.4081024074980253e-08	2.4052696292752665e-08	6.064832882927739e-08	5.191601593604475e-07	1.7944838157209917e-07	1.812645492830262e-08	1.7729697695307717e-08
n191	0.00014229940090288638	0.0004258857799453795	0.0011380518832542457	0.0011376979428910287	0.000283940135695486	0.1180576581015298	0.0027139595320467913	0.0001417799714635738	0.0028741492122994253	0.00042659917408267796	0.6056852246476043	0.0002839175377468828	0.0005681021663931403	0.0005698130054169675	0.00042624522923771796	0.0008520011617705262	0.00028489674064116085	0.0002839003347341442	0.00042615898611167885	0.000567726944095325	0.002713922133856997	0.00042587884565832763	0.0007099468381688784	0.21007615347375208	0.0005704401409044782	0.00042664069965758853	0.00042613886055012574	0.00042869509643664425	0.00028407475897573186	0.000568133895945214	0.0010180316584308612	0.0001418000507336561	0.0008544108597536248	0.0002839061108124958	0.00044205125297367266	0.000712058447028058	0.0007099142198880478	0.0007099048268394529	0.0007099291372133813	0.00014178235882837334	0.0005677458896297791	0.0002854930651723073	0.0009960271358632287	0.0001416905901186049	0.0020097666625969453	0.0007099138995416915	0.00014181806930385182	0.0005688518159642462	0.0001418537605996603	0.0001419054095734665	0.0009946402931526898	0.0015686184107705427	0.00014162435032106892	0.0024636061860431563	0.0002840802454811198	0.000709926489808192	0.0009958249874482787	0.0005677321100537601	0.000426221247299904	0.00042662163274000245	0.0007111583913768595	0.0022998803860808273	0.0005677333834096011	0.0010010967250008908	0.0015742948721746094	0.000568809905718552	0.0005681407845430518	0.0014325541179626743	0.012262910430187178	0.0042386908748382555	0.000428158997170383	0.0004187873257833899
EPI_ISL_406798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_428442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n196	2.3306262675203898e-05	6.975297010431592e-05	0.00018639387067578248	0.0018892672280062459	4.650464685419351e-05	0.0016324176524305442	0.16599420772196283	2.322118881771019e-05	0.0004707375862762474	6.986981213632262e-05	0.710265616711366	4.650094568804153e-05	9.304563639974085e-05	9.332584322725602e-05	6.981184188854342e-05	0.00013954354515768029	4.666132275021862e-05	4.649812812218288e-05	6.979771670645098e-05	9.298418126093499e-05	0.0019177340813715039	6.975183438403551e-05	0.00011627742204681857	0.0004306581998422868	9.342855753463978e-05	6.987661333120091e-05	6.979442047596042e-05	7.02130891748655e-05	4.6526695896646956e-05	0.0015826195795563824	0.000166736564542921	2.322447746643179e-05	0.0017598650720461859	4.649907414724301e-05	7.240060430569562e-05	0.0001166232682726429	0.00011627207971778396	0.00011627054129347238	0.00011627452292626146	2.3221579828148508e-05	9.298728422271634e-05	4.675899073809758e-05	0.00016313259165371896	2.320654964782689e-05	0.0016895385238394013	0.00011627202725040686	2.3227428606966104e-05	9.316841646562793e-05	2.3233274244474436e-05	2.3241733482832397e-05	0.00016290545000522338	0.0002569134689718684	2.3195700676495107e-05	0.0004034975027011122	4.652759449449718e-05	0.0001162740893255551	0.0001630994831231959	9.298502735855375e-05	6.98079140480985e-05	0.0007092395852691479	0.00011647585420556996	0.0020166971100283077	0.02311615235794546	0.00016396290559283634	0.002177034742734962	9.316155226810683e-05	9.305196140701535e-05	0.00023462841275395625	0.030096191775757876	0.049020981953438056	7.012528507843086e-05	6.859036199607708e-05
EPI_ISL_421234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_428454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_421256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_416349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
