node	Algeria	Argentina	Australia	Austria	Belarus	Belgium	Brazil	Cambodia	Canada	Chile	China	Colombia	Croatia	Czech Republic	Democratic Republic of the Congo	Denmark	Diamond Princess	Ecuador	Estonia	Finland	France	Gambia	Georgia	Germany	Ghana	Grand Princess	Greece	Hong Kong	Hungary	Iceland	India	Iran	Ireland	Israel	Italy	Japan	Jordan	Kuwait	Latvia	Lithuania	Luxembourg	Malaysia	Mexico	Nepal	Netherlands	New Zealand	Nigeria	Norway	Pakistan	Peru	Poland	Portugal	Qatar	Russia	Saudi Arabia	Senegal	Singapore	Slovakia	Slovenia	South Africa	South Korea	Spain	Sri Lanka	Sweden	Switzerland	Taiwan	Thailand	Turkey	USA	United Kingdom	Uruguay	Vietnam
root	2.2675548300929204e-231	6.779363144345627e-231	1.4328363225342968e-226	1.8121307116379738e-230	4.5186367225906615e-231	4.271251438071373e-227	4.291847053498056e-230	3.6193422373096994e-228	2.229072942035195e-228	6.792088323213259e-231	1.0	4.518561817395109e-231	6.790206058343581e-231	9.076304863416361e-231	6.785610657609898e-231	1.3558251983843586e-230	5.306975023514408e-231	4.519116518800275e-231	6.784266219541877e-231	3.532413905704544e-228	3.5710064622277275e-228	6.779474140237799e-231	1.1301104731788228e-230	2.3946839143181766e-228	9.08144880170127e-231	3.686004587363562e-228	6.783776333275822e-231	6.901922402471863e-228	4.5219620356172195e-231	9.049672292840104e-231	1.6197142066819243e-230	2.259819285977068e-231	2.3908213526040295e-228	4.519342121215444e-231	1.6025044487854175e-230	3.829856252921351e-228	1.1300992129382935e-230	9.04872158236691e-231	1.017588806535084e-226	2.2603879156950926e-231	9.043089197830655e-231	8.799123814428044e-228	1.584833533215112e-230	4.4213480078381183e-228	2.790272131213383e-228	1.1301254554632023e-230	2.2605790184035014e-231	6.794330463916804e-231	2.2609823872474438e-231	2.2601473649865727e-231	1.5835282600006494e-230	2.7240021677972292e-230	2.2702089589389076e-231	3.9301889754596727e-230	4.5222129878169004e-231	9.049503549483778e-231	3.8337796608885004e-228	9.043001660043962e-231	6.785211452693709e-231	6.791433351841055e-231	3.4019008142399254e-228	3.4257636855436184e-230	9.043416115906767e-231	2.1616577948956825e-228	4.225048973310971e-229	3.724309015189247e-228	4.792106951149937e-228	2.2824840833187337e-230	4.220644644142672e-227	4.892831143700019e-227	6.815245125364602e-231	4.1828514686124424e-228
EPI_ISL_402130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_416044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_416320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n0	9.891392924597647e-46	2.957253502730514e-45	7.902091824072374e-45	7.90476889981425e-45	1.9710928579763966e-45	1.3070009958547489e-44	1.700408751205329e-44	9.862146318869741e-46	1.995643259439225e-44	2.9628044046334324e-45	1.0	1.971060183277072e-45	2.961983334237918e-45	3.9592117692609546e-45	2.9599787558392365e-45	5.914300107018958e-45	1.9780016025859982e-45	1.9710544560905228e-45	2.9593922930548946e-45	3.944689394157846e-45	2.0822887722704878e-44	2.957299947135066e-45	4.929700746401076e-45	1.9296245664818259e-44	3.961455627450464e-45	2.9626288711174666e-45	2.9591785977790937e-45	3.973091086990678e-45	1.9725434062633528e-45	3.947594267595029e-45	7.065008673746424e-45	9.857031406430902e-46	5.932142019014883e-45	1.9710704146343908e-45	3.0667038596332097e-45	4.945116929407672e-45	4.9296516276491685e-45	3.947179554322284e-45	4.929701226357195e-45	9.860129836523705e-46	3.944722629011762e-45	1.981602268727062e-45	6.913266655813093e-45	9.860277395162264e-46	1.395496398112788e-44	4.929766101231838e-45	9.860963453401318e-46	2.9637824579266885e-45	9.861174802734104e-46	9.859080520518421e-46	6.907572870566043e-45	1.1882480375583168e-44	9.902970607721071e-46	1.714403678723841e-44	1.9726504129359596e-45	3.9475206593711267e-45	7.898514511266072e-45	3.94468440853379e-45	2.959803959406354e-45	2.962518696913857e-45	4.9394693609704977e-45	1.4943662764326887e-44	3.944865235272323e-45	7.930340564979027e-45	1.0930983187901309e-44	3.953123089713889e-45	3.9475733992815275e-45	9.956516425809985e-45	2.748608300724599e-42	3.0469211142040034e-44	2.9729057272528774e-45	2.9186828068351897e-45
EPI_ISL_407079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_402128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_421253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n1	8.59643059179878e-07	2.5700955034716814e-06	6.867565004594331e-06	6.8698916026765116e-06	1.713041133109646e-06	0.0007881293473085286	1.7623529908935715e-05	8.571012896020576e-07	1.7343774427461977e-05	2.5749196918639614e-06	0.9987803862144989	1.7130127361198706e-06	2.5742061144414996e-06	3.440879301038515e-06	2.572463971630764e-06	5.140011195251484e-06	1.719045398026302e-06	1.7130077587255707e-06	2.5719542874377792e-06	3.428258167639649e-06	1.809679489972788e-05	2.5701358674630305e-06	4.284313708678683e-06	2.219181191308278e-05	3.442829397585405e-06	2.5747671388614295e-06	2.5717685687410403e-06	3.4529415649109933e-06	1.714301778376084e-06	3.4307827405760454e-06	6.140071186868954e-06	8.566567618182232e-07	5.15551727809177e-06	1.7130216280073654e-06	9.165794884630395e-06	4.297711634351451e-06	4.284271020459714e-06	3.430422320775536e-06	4.28431412579958e-06	8.569260407704781e-07	3.428287051449755e-06	1.7221746718102731e-06	6.008194945072565e-06	8.569388648247266e-07	1.2128006660873118e-05	4.2843705073791276e-06	8.569984889048179e-07	2.5757697002818504e-06	8.570168568927511e-07	8.56834846615347e-07	6.003246579351579e-06	1.0326848663863e-05	8.606492546687097e-07	1.4899572125807997e-05	1.7143947759388071e-06	3.430718769000474e-06	6.864456026771439e-06	3.428253834724004e-06	2.5723120592143063e-06	2.574671388455001e-06	4.292803434823569e-06	1.2987266881426231e-05	3.4284109879701435e-06	6.892115474115193e-06	9.499919676756893e-06	3.435587739827566e-06	3.430764604302423e-06	8.65302824819965e-06	7.434675706470691e-05	2.648024001938671e-05	2.583698568554235e-06	2.536574409661053e-06
n190	5.045038697917498e-09	1.5083273381776402e-08	4.0304089980900476e-08	4.031774422638236e-08	1.0053427076939442e-08	6.666271022260633e-08	8.672820923709696e-08	5.030121662591452e-09	1.0178644754948544e-07	1.5111585385072646e-08	0.9999888121321648	1.0053260421824439e-08	1.510739757052452e-08	2.0193694398187522e-08	1.509717335269044e-08	3.016549149190933e-08	1.0088664665998097e-08	1.0053231210693116e-08	1.509418213854654e-08	2.011962399684024e-08	1.0620574388688586e-07	1.5083510268350467e-08	2.5143608412217492e-08	9.841920834167124e-08	2.0205139046565166e-08	1.5110690088133602e-08	1.5093092200107945e-08	2.0264484928480804e-08	1.0060825501303609e-08	2.0134440109206682e-08	3.6034603449567595e-08	5.027512835767251e-09	3.0256492968799844e-08	1.0053312606177039e-08	1.5641517594987094e-08	2.5222237620899564e-08	2.5143357885313897e-08	2.0132324891941035e-08	2.5143610860201522e-08	5.029093169279442e-09	2.0119793508986212e-08	1.010702962243894e-08	3.5260653452424106e-08	5.02916843057453e-09	7.117635893096298e-08	2.5143941750153615e-08	5.029518349983398e-09	1.5116573880374283e-08	5.029626147294737e-09	5.028557972680403e-09	3.5231612682202986e-08	6.060579513830283e-08	5.050943817634726e-09	8.744201113985894e-08	1.0061371281668772e-08	2.013406467539174e-08	4.028584413657913e-08	2.0119598567998737e-08	1.509628181519428e-08	1.5110128151988752e-08	2.5193432576421116e-08	7.621915084090607e-08	2.012052086266489e-08	4.044817079148794e-08	5.575274747412878e-08	2.0162639496043475e-08	2.013433367177165e-08	5.078254503443036e-08	9.111919424825075e-06	1.554061702718819e-07	1.5163106504397025e-08	1.4886546131245673e-08
